ID,Layer,Class,Raw_material,Cortex,Core_type,Laminar_y_n,Carinated_y_n,Core_classification,Core_classification_2,Core_blank,Platf_nr,Blank_production,Bipolar_core,Strik_plat,Strik_plat_2,Flaking_surface,Reduction_pattern,Typology_new,Volume,Area,Length,Width,Thickness,angle_1,angle_2,angle_3,mean_angle,flak_surf_length,flak_surf_length_2,last_rem_blank,length_last_rem,width_last_rem,Ratio_fsl_thick,Ratio_fsl_width,Ratio_l_t,Ratio_l_w,Ratio_w_t,X3D_model
CTC_1,rsa',Core,Fine-grained chert,0%,Platform laminar,TRUE,FALSE,Semi-circumferential,Semi-circumferential,Block,1,Blade-Bladelet,FALSE,Reshaped,NA,Unidirectional,Sub-parallel,NA,22491.4,5305.13,59.5,36.09999847,26.70000076,53,69,65,62.33333333,59.29999924,NA,Bladelet,37.79999924,11.69999981,2.220973691,1.642659328,2.228464356,1.648199516,1.352059829,TRUE
CTC_2,rsa',Core,Fine-grained chert,0%,Platform laminar,TRUE,FALSE,Semi-circumferential,Semi-circumferential,Undetermined,1,Bladelet,FALSE,Reshaped,NA,Unidirectional,Sub-parallel,NA,7739.2,2531.28,42.20000076,25.70000076,15.89999962,82,74,67,74.33333333,38.59999847,NA,Bladelet,22.20000076,9.600000381,2.427672918,1.501945421,2.654088162,1.642023327,1.616352288,TRUE
CTC_3,rsa',Core,Fine-grained chert,1-33%,Platform laminar,TRUE,FALSE,Wide-faced flat,Wide-faced flat,Block,1,Bladelet,FALSE,Reshaped,NA,Unidirectional,Sub-parallel,NA,5685.07,2436.86,36.5,32.59999847,11.80000019,64,67,71,67.33333333,36.29999924,NA,Bladelet,23.20000076,8.300000191,3.076271072,1.113496961,3.093220289,1.119631954,2.76271169,TRUE
CTC_4,rsa',Core,Fine-grained chert,0%,Platform laminar,TRUE,FALSE,Semi-circumferential,Semi-circumferential,Undetermined,1,Bladelet,FALSE,Reshaped,NA,Unidirectional,Sub-parallel,NA,8674.84,2441.29,31.70000076,27.79999924,18.5,69,64,80,71,28.39999962,NA,Bladelet,26.5,10.60000038,1.535135115,1.021582748,1.713513555,1.140287829,1.502702661,TRUE
CTC_5,rsa',Core,Fine-grained chert,1-33%,Platform laminar,TRUE,FALSE,Narrow-sided,Narrow-sided,Block,1,Bladelet,FALSE,Reshaped,NA,Unidirectional,Sub-parallel,NA,18245.88,4387.41,47.09999847,22.39999962,48.09999847,87,69,77,77.66666667,37,NA,Bladelet,31.5,10,0.769230794,1.651785742,0.979209979,2.102678539,0.465696473,TRUE
CTC_6,rsa',Core,Fine-grained chert,0%,Platform laminar,TRUE,FALSE,Semi-circumferential,Semi-circumferential,Undetermined,1,Bladelet,FALSE,Reshaped,NA,Unidirectional,Sub-parallel,NA,5449.3,2048.64,37.90000153,28.39999962,20.60000038,84,70,72,75.33333333,34.1,NA,Bladelet,20.70000076,8.100000381,1.655339775,1.200704241,1.839805865,1.334507114,1.378640733,TRUE
CTC_7,rsa',Core,Fine-grained chert,1-33%,Platform laminar,TRUE,FALSE,Semi-circumferential,Semi-circumferential,Pebble,1,Bladelet,FALSE,Reshaped,NA,Unidirectional,Convergent,NA,5154.46,1856.56,29.79999924,26.70000076,16,67,69,71,69,37.70000076,NA,Bladelet,27,7.900000095,2.356250048,1.411985007,1.862499952,1.116104808,1.668750048,TRUE
CTC_8,rsa',Core,Fine-grained chert,0%,Shatter laminar,TRUE,FALSE,Semi-circumferential,Shatter,Undetermined,1,Bladelet,FALSE,Undetermined,NA,Unidirectional,Sub-parallel,NA,3143.5,1433.66,17.5,25.79999924,20,NA,NA,NA,0,NA,NA,Undetermined,NA,NA,NA,NA,0.875,0.678294594,1.289999962,TRUE
CTC_9,rsa',Core,Fine-grained chert,1-33%,Platform laminar,TRUE,FALSE,Multi-platform,Multi-platform,Core fragment,2,Bladelet,FALSE,Reshaped,Reshaped,Bidirectional,Convergent,NA,2848.42,1293.69,27.89999962,13.80000019,25,69,72,67,69.33333333,27.5,NA,Bladelet,21,7,1.1,1.992753596,1.115999985,2.021739075,0.552000008,TRUE
CTC_10,rsa',Core,Fine-grained chert,33-66%,Platform laminar,TRUE,FALSE,Multi-platform,Multi-platform,Pebble,2,Bladelet,FALSE,Reshaped,Reshaped,Bidirectional,Convergent,NA,4184.02,1628.96,31.60000038,17.20000076,18.10000038,73,87,72,77.33333333,27.5,NA,Bladelet,24.70000076,7.400000095,1.519336985,1.598837138,1.745856338,1.837209243,0.950276265,TRUE
CTC_11,rsa',Core,Coarse-grained chert,33-66%,Platform flake,FALSE,FALSE,Semi-circumferential,NA,Block,2,Flake,FALSE,Reshaped,Reshaped,Bidirectional,Sub-parallel,NA,29203.44,5725.89,39,45.79999924,37,64,65,72,67,39.70000076,NA,Flake,NA,NA,1.072972994,0.866812258,1.054054054,0.851528398,1.237837817,TRUE
CTC_12,rsa',Core,Coarse-grained chert,1-33%,Platform flake,FALSE,FALSE,Multi-platform,NA,Block,2,Flake,FALSE,Plain,NA,Unidirectional,Sub-parallel,NA,21731.74,4951.77,39.09999847,46.20000076,25.20000076,49,90,81,73.33333333,33.7,39.1,Flake,NA,NA,1.337301547,0.729437217,1.551587194,0.846320299,1.833333308,TRUE
CTC_13,rsa',Core,Fine-grained chert,33-66%,Initial laminar,TRUE,FALSE,Initial semi-circumferential,Initial,Block,1,Flake,FALSE,Reshaped,NA,Unidirectional,Sub-parallel,NA,15127.32,3918.01,36.20000076,41.79999924,37.29999924,78,83,71,77.33333333,30.5,NA,Flake,NA,NA,0.817694387,0.729665085,0.970509424,0.866028742,1.120643434,TRUE
CTC_14,rsa',Core,Fine-grained chert,0%,Platform laminar,TRUE,FALSE,Multi-platform,Multi-platform,Undetermined,4,Bladelet,FALSE,Plain,Plain,Bidirectional;Unidirectional,Sub-parallel,NA,9229.53,2885.87,30.60000038,34.5,22.10000038,77,74,57,69.33333333,30.39999962,30.60000038,Bladelet,26,8,1.37556557,0.881159409,1.384615378,0.886956533,1.561085946,TRUE
CTC_15,rsa',Core,Fine-grained chert,33-66%,Platform flake,FALSE,FALSE,Semi-circumferential,NA,Block,1,Flake,FALSE,Reshaped,NA,Unidirectional,Sub-parallel,NA,10784.81,3096.95,31.39999962,33,40.20000076,81,60,64,68.33333333,25.79999924,NA,Flake,NA,NA,0.641791014,0.781818159,0.781094503,0.95151514,0.820895507,TRUE
CTC_16,rsa',Core,Fine-grained chert,0%,Platform laminar,TRUE,FALSE,Semi-circumferential,Semi-circumferential,Undetermined,1,Bladelet,FALSE,Reshaped,NA,Unidirectional,Convergent,NA,8063.12,2528.3,21.20000076,31.5,27.70000076,51,56,57,54.66666667,22.60000038,NA,Bladelet,21.6,9.8,0.815884468,0.71746033,0.765342967,0.673015897,1.137184084,TRUE
CTC_17,rsa',Core,Fine-grained chert,33-66%,Multidirectional,FALSE,FALSE,Multidirectional,NA,Core fragment,2,Flake,FALSE,Reshaped,NA,Unidirectional,Sub-parallel,NA,17951.14,4546.39,48.59999847,43.09999847,23.60000038,59,65,68,64,41.40000153,NA,Flake,35.2,18.2,1.754237324,0.960556914,2.059321936,1.127610213,1.826271092,TRUE
CTC_18,rsa',Core,Coarse-grained chert,33-66%,Platform laminar,TRUE,FALSE,Multi-platform,Multi-platform,Pebble,2,Blade-Bladelet,FALSE,Cortical,Reshaped,Bidirectional,Sub-parallel,NA,27746.82,5529.33,50.20000076,39.90000153,34.59999847,74,80,78,77.33333333,49.5,NA,Bladelet,36,8.9,1.430635901,1.240601456,1.450867138,1.258145334,1.153179286,TRUE
CTC_19,rsa',Core,Fine-grained chert,33-66%,Platform laminar,TRUE,FALSE,Multi-platform,Multi-platform,Block,2,Bladelet,FALSE,Plain,Reshaped,Unidirectional,Sub-parallel,NA,16830.02,4291.91,42.90000153,46.09999847,26.70000076,82,81,72,78.33333333,43,42.59999847,Flake,26.39999962,19.89999962,1.610486845,0.932754912,1.606741584,0.930585747,1.726591654,TRUE
CTC_20,gic,Core,Fine-grained chert,0%,Platform laminar,TRUE,FALSE,Multi-platform,Multi-platform,Undetermined,2,Blade,FALSE,Reshaped,Reshaped,Unidirectional,Sub-parallel,NA,31984.67,6304.39,59.09999847,53.59999847,26.5,75,60,86,73.66666667,61,NA,Blade,53,15.30000019,2.301886792,1.138059734,2.230188622,1.102611943,2.022641452,TRUE
CTC_21,rsa',Core,Fine-grained chert,33-66%,Platform flake,FALSE,FALSE,Wide-faced flat,NA,Block,2,Flake,FALSE,Reshaped,Reshaped,Bidirectional,Sub-parallel,NA,5245.08,1990,25.10000038,33.40000153,15.5,53,54,77,61.33333333,26.20000076,NA,Flake,NA,NA,1.69032263,0.784431125,1.619354863,0.751496983,2.154838808,TRUE
CTC_22,rsa',Core,Fine-grained chert,0%,Platform laminar,TRUE,FALSE,Multi-platform,Multi-platform,Block,2,Bladelet,FALSE,Natural/Unprepared,Reshaped,Bidirectional,Sub-parallel,NA,6255.48,2101.46,31.70000076,31.29999924,19.10000038,65,67,82,71.33333333,33,NA,Bladelet,30.2,9.2,1.727748657,1.054313125,1.659685871,1.012779602,1.638743383,TRUE
CTC_23,rsa',Core,Fine-grained chert,0%,Platform laminar,TRUE,FALSE,Semi-circumferential,Semi-circumferential,Undetermined,2,Bladelet,FALSE,Reshaped,Reshaped,Unidirectional,Sub-parallel,NA,5370.43,1998.88,32.90000153,22.60000038,20,66,65,71,67.33333333,31.29999924,NA,Bladelet,21,6.199999809,1.564999962,1.384955695,1.645000076,1.455752255,1.130000019,TRUE
CTC_24,rsa',Core,Fine-grained chert,0%,Platform laminar,TRUE,FALSE,Semi-circumferential,Semi-circumferential,Undetermined,1,Bladelet,FALSE,Reshaped,NA,Unidirectional,Sub-parallel,NA,4084.39,1511.52,24,22.70000076,19.20000076,81,85,90,85.33333333,24.29999924,NA,Bladelet,24.5,7.199999809,1.26562491,1.070484512,1.24999995,1.057268687,1.182291659,TRUE
CTC_25,rsa',Core,Fine-grained chert,33-66%,Multidirectional,FALSE,FALSE,Multidirectional,NA,Block,3,Flake,FALSE,Plain,NA,NA,Multidirectional,NA,14456.08,3912.9,35.59999847,42.40000153,33.79999924,NA,NA,NA,0,NA,NA,Undetermined,NA,NA,NA,NA,1.053254416,0.839622575,1.254437943,TRUE
CTC_26,rsa',Core,Fine-grained chert,33-66%,Platform laminar,TRUE,FALSE,Multi-platform,Multi-platform,Block,2,Bladelet,FALSE,Reshaped,Reshaped,Unidirectional,Convergent,NA,13011.77,3738.64,43.20000076,41.09999847,23.5,78,50,69,65.66666667,36.40000153,19.89999962,Bladelet,23.6,10.1,1.548936235,0.885644839,1.838297905,1.051094948,1.748936105,TRUE
CTC_27,rsa',Core,Fine-grained chert,0%,Multidirectional,FALSE,FALSE,Multidirectional,NA,Undetermined,3,Flake,FALSE,Undetermined,NA,NA,Multidirectional,NA,5219.49,2046.89,35.20000076,21.79999924,18,NA,NA,NA,0,NA,NA,Undetermined,NA,NA,NA,NA,1.955555598,1.614678991,1.211111069,TRUE
CTC_28,rsa',Core,Fine-grained chert,1-33%,Initial laminar,TRUE,FALSE,Initial semi-circumferential,Initial,Pebble,2,Undetermined,FALSE,Reshaped,NA,Unidirectional,Sub-parallel,NA,8754.26,2566.89,26.5,18.60000038,28.89999962,90,95,96,93.66666667,25.79999924,NA,Undetermined,NA,NA,0.892733549,1.387096705,0.916955029,1.424731154,0.643598638,TRUE
CTC_29,rsa',Core,Quartzite,1-33%,Platform laminar,TRUE,FALSE,Narrow-sided,Narrow-sided,Core fragment,3,Bladelet,FALSE,Plain,Plain,Bidirectional,Sub-parallel,NA,4974.51,1798.71,23.70000076,18.20000076,26.5,89,84,74,82.33333333,23.29999924,23.60000038,Bladelet,21,7.8,0.879245254,1.280219685,0.894339651,1.30219779,0.686792482,TRUE
CTC_30,rsa',Core,Fine-grained chert,66-99%,Initial laminar,TRUE,FALSE,Initial semi-circumferential,Initial,Pebble,1,Flake,FALSE,Reshaped,NA,Unidirectional,Sub-parallel,NA,45568.27,7523.92,38.09999847,57.40000153,47.70000076,77,56,56,63,36.59999847,NA,Flake,22,18.7,0.767295553,0.637630618,0.798742094,0.663763022,1.20335431,TRUE
CTC_31,rsa',Core,Fine-grained chert,66-99%,Initial laminar,TRUE,FALSE,Initial semi-circumferential,Initial,Block,1,Flake,FALSE,Plain,NA,Unidirectional,Sub-parallel,NA,20963.03,4754.74,32.09999847,47.79999924,41.90000153,69,63,83,71.66666667,31,NA,Flake,23.8,26.7,0.739856775,0.648535575,0.766109721,0.671548096,1.140811396,TRUE
CTC_32,rsa',Core,Fine-grained chert,1-33%,Platform flake,FALSE,FALSE,Wide-faced flat,NA,Block,1,Flake,FALSE,Plain,NA,Unidirectional,Sub-parallel,NA,12312.2,3787.96,31.89999962,45.90000153,29.60000038,72,66,79,72.33333333,31.39999962,NA,Flake,NA,NA,1.060810784,0.68409583,1.077702676,0.694989075,1.550675707,TRUE
CTC_33,rsa',Core,Fine-grained chert,33-66%,Initial laminar,TRUE,FALSE,Initial semi-circumferential,Initial,Block,1,Flake,FALSE,Natural/Unprepared,NA,Unidirectional,Sub-parallel,NA,14390.77,4296.51,53.59999847,33.79999924,19.39999962,54,63,62,59.66666667,48.79999924,NA,Flake,NA,NA,2.515463928,1.443786992,2.762886574,1.585798807,1.742268036,TRUE
CTC_34,rsa',Core,Fine-grained chert,1-33%,Platform laminar,TRUE,FALSE,Semi-circumferential,Semi-circumferential,Block,2,Bladelet,FALSE,Plain,Plain,Bidirectional,Sub-parallel,NA,23846.12,5427.73,48.59999847,41.09999847,26.20000076,90,72,88,83.33333333,44.1,NA,Undetermined,NA,NA,1.683206058,1.072992741,1.85496172,1.182481759,1.568702186,TRUE
CTC_35,rsa',Core,Fine-grained chert,33-66%,Platform laminar,TRUE,FALSE,Semi-circumferential,Semi-circumferential,Block,1,Bladelet,FALSE,Reshaped,NA,Unidirectional,Sub-parallel,NA,5413.78,1895.4,26.20000076,27.60000038,20.39999962,67,83,86,78.66666667,24.20000076,NA,Flake,16.39999962,8.800000191,1.186274569,0.87681161,1.284313787,0.949275377,1.35294122,TRUE
CTC_36,rsa',Core,Fine-grained chert,1-33%,Platform flake,FALSE,FALSE,Semi-circumferential,NA,Undetermined,1,Flake,FALSE,Reshaped,NA,Unidirectional,Sub-parallel,NA,8227.4,2661.49,28.5,35.29999924,19.10000038,NA,NA,NA,0,21.89999962,NA,Flake,NA,NA,1.146596816,0.620396603,1.492146567,0.807365457,1.848167462,TRUE
CTC_37,rsa',Core,Fine-grained chert,0%,Platform flake,FALSE,FALSE,Semi-circumferential,NA,Block,1,Flake,FALSE,Reshaped,NA,Bidirectional,Sub-parallel,NA,21900.18,5157.52,49.79999924,40.59999847,31.20000076,75,68,75,72.66666667,46.6,NA,Flake,NA,NA,1.493589707,1.147783294,1.596153783,1.226601013,1.301281971,TRUE
CTC_38,rsa',Core,Fine-grained chert,1-33%,Platform flake,FALSE,FALSE,Wide-faced flat,NA,Block,1,flake,FALSE,Plain,NA,Unidirectional,Sub-parallel,NA,16382.51,3992.1,30.10000038,43.90000153,31.20000076,57,56,66,59.66666667,28.4,NA,Flake,NA,NA,0.910256388,0.646924807,0.964743578,0.685649188,1.407051297,TRUE
CTC_39,rsa',Core,Fine-grained chert,1-33%,Platform laminar,TRUE,FALSE,Semi-circumferential,Semi-circumferential,Block,1,Bladelet,FALSE,Natural/Unprepared,NA,Unidirectional,Sub-parallel,NA,7424.88,2365.13,28.79999924,35.70000076,17.39999962,90,89,91,90,28.20000076,NA,Flake,NA,NA,1.620689735,0.789915971,1.655172406,0.80672265,2.051724227,TRUE
CTC_42,rsa',Core,Fine-grained chert,0%,Shatter laminar,TRUE,FALSE,Semi-circumferential,Shatter,Block,1,Bladelet,FALSE,Cortical,NA,Unidirectional,Sub-parallel,NA,5152.38,2245.85,37.29999924,30.89999962,18.89999962,78,76,83,79,37.20000076,NA,Undetermined,NA,NA,1.968254048,1.203883535,1.973544973,1.207119731,1.634920648,TRUE
CTC_48,rsa',Core-Tool,Coarse-grained chert,33-66%,Carinated,TRUE,TRUE,Carinated,Carinated,Flake,1,Bladelet,FALSE,Reshaped,NA,Unidirectional,Convergent,Endscraper carinated,14911.86,3900.76,34.90000153,37,21,67,72,71,70,34.70000076,NA,Bladelet,30.20000076,7.300000191,1.652380989,0.937837858,1.661904835,0.943243284,1.761904762,TRUE
CTC_49,rsa',Core-Tool,Fine-grained chert,1-33%,Carinated,TRUE,TRUE,Carinated,Carinated,Flake,1,Bladelet,FALSE,Natural/Unprepared,NA,Unidirectional,Sub-parallel,Endscraper carinated,7448.24,2432.35,20.10000038,26.70000076,17.79999924,80,84,86,83.33333333,19.29999924,NA,Bladelet,16.89999962,7.300000191,1.084269667,0.722846393,1.129213553,0.752808982,1.500000107,TRUE
CTC_50,gic,Core-Tool,Fine-grained chert,0%,Carinated,TRUE,TRUE,Carinated,Carinated,Flake,1,Bladelet,FALSE,Natural/Unprepared,NA,Unidirectional,Convergent,Endscraper carinated,8403.6,2629.01,20.1,32.29999924,36.59999847,85,90,90,88.33333333,20.10000038,NA,Bladelet,12.89999962,5.099999905,0.549180361,0.622291048,0.549180351,0.622291036,0.882513677,TRUE
CTC_51,gic,Core-Tool,Fine-grained chert,0%,Carinated,TRUE,TRUE,Carinated,Carinated,Flake,1,Bladelet,FALSE,Natural/Unprepared,NA,Unidirectional,Sub-parallel,Endscraper carinated,5706.39,2166.43,18.1,29.5,38.2,68,65,62,65,17.60000038,NA,Bladelet,16.29999924,4.699999809,0.460732994,0.596610182,0.47382199,0.613559322,0.772251309,TRUE
CTC_59,rsa',Core-Tool,Fine-grained chert,0%,Carinated,TRUE,TRUE,Carinated,Carinated,Flake,1,Bladelet,FALSE,Plain,NA,Unidirectional,Convergent,Rabot,6535.8,2124.25,30.20000076,35,18.70000076,67,67,75,69.66666667,27.1,NA,Bladelet,14.7,5.8,1.449197802,0.774285714,1.614973237,0.862857165,1.871657678,TRUE
CTC_60,rsa',Core,Fine-grained chert,0%,Platform laminar,TRUE,FALSE,Semi-circumferential,Semi-circumferential,Undetermined,1,Bladelet,FALSE,Reshaped,NA,Unidirectional,Convergent,NA,4788.02,1792.69,21.39999962,31.29999924,16.39999962,63,90,89,80.66666667,20.89999962,NA,Bladelet,19.79999924,5.400000095,1.27439025,0.667731633,1.304878056,0.683706075,1.908536583,TRUE
CTC_61,rsa',Core-Tool,Fine-grained chert,0%,Carinated,TRUE,TRUE,Carinated,Carinated,Undetermined,2,Bladelet,FALSE,Plain,NA,Unidirectional,Sub-parallel,Endscraper carinated,14613.78,4113.53,21.2,38.4,45.6,80,84,72,78.66666667,17.6,NA,Flake,15,9.2,0.385964912,0.458333333,0.464912281,0.552083333,0.842105263,TRUE
CTC_62,rsa',Core-Tool,Fine-grained chert,0%,Carinated,TRUE,TRUE,Carinated,Carinated,Flake,2,Bladelet,FALSE,Reshaped,NA,Unidirectional,Convergent,Burin busked,6839.12,2640,49.59999847,24.89999962,17.79999924,69,83,66,72.66666667,19.70000076,NA,Bladelet,12.6,4.2,1.106741663,0.791164701,2.786516888,1.991967841,1.398876443,TRUE
CTC_63,rsa',Core-Tool,Fine-grained chert,66-99%,Carinated,TRUE,TRUE,Carinated,Carinated,Flake,1,Bladelet,FALSE,Plain,NA,Unidirectional,Convergent,Endscraper thick-nosed,10356.28,3639.48,15.5,60.9,26.1,78,72,79,73.33,14.1,NA,Flake,13.5,12.9,0.540229885,0.231527094,0.593869732,0.254515599,2.333333333,TRUE
